source_center,destination_center,median_factor,mean_factor,corridor_volume,median_actual_time,median_osrm_time,median_distance
IND506143AAA,IND506167AAB,1.75,1.7301160990712074,25,29.0,17.0,24.3134
IND506167AAB,IND501359AAE,1.9483333333333333,2.353867167745211,76,121.0,57.0,77.68979999999999
IND506169AAB,IND505503AAA,2.125,2.125,2,34.0,16.0,23.4994
IND506314AAA,IND506002AAA,3.217391304347826,4.6038452483009,29,71.0,23.0,33.3011
IND506343AAA,IND506169AAB,1.2642276422764227,1.2571138211382114,4,50.5,40.0,41.602199999999996
IND507002AAA,IND507117AAB,1.4242424242424243,1.3635603001120242,5,94.0,66.0,79.1332
IND507002AAA,IND507159AAA,1.9411764705882353,2.0891884531590414,3,34.0,17.0,23.1748
IND507002AAA,IND507167AAA,2.7976190476190474,2.742436791603458,18,57.5,21.0,30.0732
IND507002AAA,IND508001AAA,2.546666666666667,2.6128828803586437,5,167.0,60.0,83.5359
IND507002AAA,IND508206AAA,1.8229166666666665,2.1157373481603545,24,45.5,24.0,31.436500000000002
IND507002AAA,IND508207AAB,1.9401515151515152,1.9362997548069432,8,88.5,45.5,64.2495
IND507002AAA,IND508213AAB,1.7762923351158646,1.7758062625225466,42,60.0,34.0,48.099000000000004
IND507111AAA,IND507117AAB,1.6107994389901823,1.6289196196712732,38,44.5,27.5,30.52805
IND507111AAA,IND507303AAA,1.8,1.482480620155039,3,99.0,55.0,77.855
IND507117AAB,IND507303AAA,1.8448867536032942,1.8133433420950635,72,145.5,71.5,98.87105
IND507123AAA,IND506314AAA,1.469794010732214,1.4926078092658044,48,108.5,71.5,91.26655
IND507159AAA,IND507002AAA,3.52,9.248223801482315,11,88.0,18.0,24.4406
IND507159AAA,IND508206AAA,1.1247104247104247,1.1509496714759873,10,40.5,37.0,42.1177
IND507303AAA,IND507002AAA,2.3125,2.890319486167332,72,113.0,43.5,61.60345
IND508001AAA,IND501359AAE,1.7605603448275862,1.7830186635124552,70,106.0,58.0,81.7003
IND508116AAA,IND508223AAA,1.4516129032258065,1.4218327235003014,3,67.0,52.0,50.8274
IND508116AAA,IND508277AAB,1.0454780361757106,1.0493213938747121,28,37.0,34.0,32.66755
IND508206AAA,IND507002AAA,1.925,1.9357142857142857,4,45.5,24.0,30.9891
IND508206AAA,IND507159AAA,1.25,1.3047576472998426,23,44.0,34.0,46.9349
IND508206AAA,IND508207AAB,2.1142857142857143,2.113208768355827,11,69.0,35.0,49.7434
IND508207AAB,IND507002AAA,3.178571428571429,3.5193678086578712,20,138.5,47.5,63.2693
IND508207AAB,IND508206AAA,2.6285714285714286,2.4005291005291007,3,92.0,35.0,49.8549
IND508207AAB,IND521225AAB,2.01,2.0553489305106214,60,169.0,83.5,97.32095
IND508213AAB,IND508001AAA,1.9947121034077557,2.030926432814305,28,59.0,30.0,42.28815
IND508223AAA,IND500039AAC,1.7182539682539684,1.8744175989138738,68,107.0,67.0,76.65415
IND508248AAB,IND508377AAB,1.6764705882352942,1.706728859805485,38,53.0,33.0,47.8995
IND508252AAB,IND508207AAB,1.1655251141552512,1.0854225163823512,24,74.5,64.0,83.5147
IND508277AAB,IND508223AAA,1.4038461538461537,1.4889652894350547,12,35.0,25.0,25.819950000000002
IND508377AAB,IND501359AAE,1.808695652173913,2.1051251508673547,57,135.0,76.0,87.6257
IND509001AAA,IND509203AAA,1.3333333333333333,1.4159139420278202,38,39.5,28.0,31.3671
IND509103AAB,IND509103AAC,1.9411764705882353,1.9411764705882353,1,33.0,17.0,18.9512
IND509103AAB,IND518002AAA,2.2241379310344827,2.541345120923838,27,96.0,40.0,57.1146
IND509103AAC,IND518002AAA,2.2033898305084745,2.5872730438275693,17,77.0,41.0,57.5154
IND509124AAA,IND509103AAB,1.8626373626373627,1.9353225088751407,18,56.5,31.5,36.74105
IND509124AAA,IND509103AAC,1.6818181818181819,1.978583916083916,8,60.0,39.0,44.569100000000006
IND509124AAA,IND518002AAA,2.0,2.6666666666666665,3,80.0,40.0,57.0488
IND509124AAA,IND584101AAA,1.472142857142857,1.4778867102396516,6,71.5,50.5,46.39545
IND509203AAA,IND509301AAA,1.468864468864469,1.4869778848154134,38,34.0,23.0,25.60405
IND509216AAC,IND501359AAE,1.6153846153846154,1.9753980085037008,32,34.0,22.0,27.8461
IND509301AAA,IND501359AAE,1.8887179487179486,1.927031482233404,42,66.0,39.0,53.6625
IND509301AAA,IND509216AAC,1.75,2.080422193238334,9,32.0,17.0,23.9028
IND509324AAA,IND508248AAB,2.1714285714285713,2.2156888209829386,20,66.5,33.5,47.24305
IND509358AAA,IND508248AAB,2.176470588235294,2.2144185777297785,24,77.0,34.0,48.8741
IND509358AAA,IND509324AAA,1.6851851851851851,2.226615847449626,18,40.0,23.0,32.13395
IND515004AAA,IND501359AAE,1.704225352112676,1.7213300680923305,237,240.0,144.0,203.9738
IND515004AAA,IND515401AAB,1.7142857142857142,1.7964927097534336,51,59.0,34.0,47.3559
IND515004AAA,IND515411AAA,2.419642857142857,2.4713760504201683,6,76.5,34.0,48.890249999999995
IND515004AAA,IND515671AAA,1.7633333333333332,2.2406923922851343,26,52.0,28.0,32.57385
IND515004AAA,IND515801AAA,2.4520833333333334,2.5229671717171716,6,119.5,47.5,65.582
IND515004AAA,IND562132AAA,1.7386128364389233,1.7263455016286613,72,226.0,128.5,134.1058
IND515134AAA,IND515201AAA,1.650997150997151,1.7360565952416027,90,59.5,34.5,37.7117
IND515134AAA,IND515591AAA,1.519675925925926,1.520638730465981,16,60.0,41.5,38.94840000000001
IND515201AAA,IND515134AAA,1.535890073831009,1.8869261999329356,30,70.0,41.0,43.702600000000004
IND515201AAA,IND515301AAA,2.2523809523809524,2.346332427349508,42,33.0,15.5,22.62025
IND515301AAA,IND561202AAB,1.7573529411764706,1.8557533051099229,32,24.5,13.0,13.8531
IND515401AAB,IND515801AAA,2.375,2.6415077096645465,35,45.0,18.0,26.2031
IND515411AAA,IND516360AAB,1.9341221618164375,1.8567518353098027,6,96.0,53.5,70.33689999999999
IND515591AAA,IND516269AAA,1.6162029459901799,1.6653603980872218,30,81.5,48.0,52.41645
IND515671AAA,IND515134AAA,1.4814814814814814,1.5066924990313975,26,46.0,28.5,30.383200000000002
IND515671AAA,IND515591AAA,2.1,2.047058823529412,3,126.0,60.0,56.9954
IND515761AAA,IND515004AAA,1.8571428571428572,1.8803579631426253,57,76.0,43.0,47.1289
IND515801AAA,IND515761AAA,2.075757575757576,1.999846000993542,4,162.0,74.5,72.08485
IND515801AAA,IND515865AAB,1.4444444444444444,1.4743175016657044,72,101.5,67.5,66.71379999999999
IND515865AAB,IND515761AAA,1.6666666666666667,1.623474684972318,36,45.5,28.0,34.6104
IND516001AAA,IND516227AAA,1.5440729483282674,1.473123430685873,4,54.0,34.5,39.27265
IND516101AAA,IND516115AAA,2.3260869565217392,2.405829716005182,70,46.0,21.0,30.4416
IND516115AAA,IND517501AAB,2.1666666666666665,2.3555499432471336,136,100.0,43.5,57.115700000000004
IND516227AAA,IND515004AAA,2.1673519736842106,2.185786676000137,16,197.5,95.5,129.93275
IND516269AAA,IND516390AAA,1.5,1.5277472297104557,59,93.0,53.0,58.344
IND516360AAB,IND516001AAA,1.7049689440993787,1.658962877365304,4,52.0,32.5,41.8746
IND516390AAA,IND515004AAA,2.023935366958623,2.0694723264662387,60,133.0,68.0,80.09725
IND517325AAA,IND517408AAA,2.15625,2.15625,2,69.0,32.0,46.6587
IND517501AAB,IND517583AAA,2.142857142857143,2.1561993594449733,57,33.0,14.0,21.1539
IND517501AAB,IND517644AAA,2.4058823529411764,2.3822918066418506,32,60.0,26.0,32.30505
IND517583AAA,IND516101AAA,2.1234756097560976,2.1243808633543284,128,57.5,27.0,38.61735
IND517644AAA,IND524132AAA,2.087445887445887,2.0723881673881674,30,52.0,28.5,35.8882
IND518002AAA,IND501359AAE,1.787593984962406,1.876853597128277,96,149.5,81.0,113.5243
IND518002AAA,IND509103AAB,1.9387071344107212,3.206517251655834,8,144.5,58.5,70.60885
IND518002AAA,IND509124AAA,1.5454545454545454,2.0605711785998313,9,65.0,41.0,50.8534
IND518002AAA,IND518206AAA,12.244285714285713,12.244285714285713,2,604.5,46.0,47.24515
IND518002AAA,IND518401AAA,1.6246334310850439,1.7404690397139737,26,44.5,27.0,28.337600000000002
IND518002AAA,IND518501AAA,1.4022198731501057,1.4199643445103065,54,59.5,43.0,56.07365
IND518002AAA,IND562132AAA,1.4417177914110428,1.425105650978903,155,257.0,181.0,203.0005
IND518002AAA,IND584101AAA,1.64,1.612781315514517,55,89.0,81.0,82.9202
IND518102AAA,IND518002AAA,1.6229508196721312,1.6206074587923844,77,102.0,83.0,107.6365
IND518124AAA,IND518002AAA,1.4035087719298245,1.4245621197308438,3,80.0,57.0,67.4371
IND518124AAA,IND518206AAA,1.65,1.6928571428571428,6,33.0,21.0,19.491799999999998
IND518206AAA,IND518002AAA,1.457142857142857,1.8551879699248122,3,51.0,35.0,47.3621
IND518206AAA,IND518222AAA,1.1925064599483206,1.2096074952179603,8,47.0,39.5,31.9403
IND518222AAA,IND518002AAA,1.3513513513513513,1.4933122038430504,15,48.0,36.0,47.899
IND518401AAA,IND518422AAB,1.9583333333333335,2.0380118325927823,24,41.5,20.5,29.8901
IND518422AAB,IND518102AAA,1.9935064935064934,2.0082078775729486,28,108.5,53.5,75.03
IND518501AAA,IND518124AAA,1.998768472906404,2.063904458350985,30,56.0,27.0,32.88245
IND520011AAA,IND521185AAA,1.75,1.822017713848977,42,36.5,21.0,30.23185
IND521001AAA,IND521165AAA,1.876068376068376,1.9009177670168382,6,43.0,22.5,31.39995
IND521001AAA,IND521225AAB,2.3214285714285716,2.350135504759053,15,96.0,38.0,52.0271
IND521105AAA,IND521333AAA,2.5,2.4825994318181817,8,91.5,38.0,36.56375
IND521105AAA,IND534001AAA,1.941176470588235,1.929738562091503,4,33.5,17.0,18.16985
IND521165AAA,IND521225AAB,5.567692307692307,5.722482517482518,4,143.5,25.5,33.4936
IND521185AAA,IND520011AAA,1.7241379310344827,1.7241379310344827,1,50.0,29.0,41.8469
IND521185AAA,IND521225AAB,2.2073863636363633,2.4536515571904745,42,78.0,33.5,43.74915
IND521201AAA,IND521105AAA,1.736842105263158,1.7759170653907497,3,33.0,22.0,22.3547
IND521225AAB,IND501359AAE,1.659377387318564,1.6945369672179893,132,221.5,134.5,172.5394
IND521225AAB,IND507002AAA,1.5116279069767442,1.5802458824927987,67,117.0,88.0,92.3994
IND521225AAB,IND521001AAA,2.636024572180781,2.4755122860903906,4,124.5,46.5,63.86150000000001
IND521225AAB,IND521165AAA,4.682112068965518,4.682112068965518,2,124.0,22.5,31.019849999999998
IND521225AAB,IND521185AAA,1.5476190476190474,1.697867378099936,6,37.0,24.5,35.7214
IND521225AAB,IND521201AAA,1.4952830188679245,1.6893748704126061,42,63.0,39.5,38.84265
IND521225AAB,IND521301AAA,1.5166666666666666,1.7471817868374417,38,53.5,34.5,34.5449
IND521225AAB,IND523002AAA,1.7256896071329062,1.7689097937469174,18,124.5,65.0,84.2171
IND521301AAA,IND521001AAA,1.7623529411764705,1.8071542796280313,38,39.5,21.5,30.747300000000003
IND521333AAA,IND521225AAB,2.4,2.5737968808808467,49,140.0,66.0,92.9894
IND522647AAA,IND523201AAA,1.4458064516129032,1.5009140333475572,38,65.5,41.5,43.96125
IND523002AAA,IND523105AAA,1.4761904761904763,2.575106465350368,3,60.0,41.0,45.0316
IND523002AAA,IND523226AAA,1.6578947368421053,1.938153464469254,6,34.0,20.0,20.644
IND523002AAA,IND523230AAA,1.588235294117647,1.6361980516022134,63,81.0,51.0,59.613
IND523002AAA,IND523316AAB,2.413114754098361,2.401696265938069,4,122.0,50.5,62.43945000000001
IND523002AAA,IND600056AAB,1.8082191780821917,1.8150519415254704,141,283.0,151.0,193.8876
IND523105AAA,IND524201AAA,1.0958333333333332,1.1605538147261187,38,44.0,35.5,42.385400000000004
IND523201AAA,IND523002AAA,7.2631578947368425,6.58269056261343,3,150.0,29.0,36.8254
IND523226AAA,IND523316AAB,1.95,1.9685673365388476,41,84.0,39.0,50.8005
IND523230AAA,IND523105AAA,1.3953488372093024,1.4548846587428736,57,54.0,42.0,45.806
IND523316AAB,IND522647AAA,1.5566239316239316,1.577617438052933,42,54.5,36.0,51.030550000000005
IND524003AAA,IND501359AAE,1.6310679611650485,1.6313649335722442,237,351.0,205.0,255.0177
IND524101AAB,IND517501AAB,2.1062653562653564,2.2289038695975605,64,124.5,55.5,69.2416
IND524132AAA,IND524101AAB,1.565217391304348,1.60346705956178,28,45.5,31.0,34.0704
IND524201AAA,IND523002AAA,1.0283816425120773,1.2102966627231109,62,66.5,54.5,67.76485
IND530012AAA,IND501359AAE,2.009478672985782,2.010154317652307,237,446.0,230.0,323.4134
IND530012AAA,IND530043AAA,2.9879227053140096,3.2161685297622165,26,46.5,14.0,17.9485
IND530012AAA,IND531001AAA,1.8421052631578947,1.8263126249968356,15,33.0,19.0,22.9438
IND530012AAA,IND531036AAA,2.97140522875817,3.003063725490196,4,81.5,26.0,29.1568
IND530012AAA,IND531162AAA,1.9545454545454546,2.059630804536267,14,26.5,13.5,15.5426
IND530012AAA,IND532001AAB,1.6911335578002245,1.7249913083940462,264,68.5,40.0,57.27675
IND530012AAA,IND533106AAA,1.5231481481481481,1.6884829327174247,16,137.5,80.5,114.20865
IND530012AAA,IND535001AAA,3.1203703703703702,3.2962044907075665,12,76.0,33.0,41.842150000000004
IND530012AAA,IND751002AAB,1.596638655462185,1.5935726125465104,57,272.0,170.0,240.831
IND530012AAA,IND764001AAC,3.175438596491228,3.4184511152911106,51,268.0,80.0,114.5365
IND530012AAA,IND764020AAC,4.714285714285714,5.281368539533743,15,350.0,70.0,100.5429
IND530012AAC,IND501359AAE,2.407166123778502,2.461719122966777,23,543.0,231.0,325.0788
IND530012AAC,IND533106AAA,1.9201814419863124,1.9601675308498074,32,151.5,80.0,113.52625
IND530018AAA,IND531162AAA,4.375,4.375,1,35.0,8.0,12.2135
IND530026AAA,IND531036AAA,2.2222222222222223,2.461437405678174,16,61.0,25.0,27.8417
IND530043AAA,IND530012AAA,4.163690476190476,4.163690476190476,2,81.5,18.5,20.6629
IND530043AAA,IND531163AAA,1.5454545454545454,1.6031333056177777,35,34.0,22.0,21.8376
IND531001AAA,IND530012AAA,8.636363636363637,8.636363636363637,1,190.0,22.0,24.7421
IND531001AAA,IND531116AAA,2.0,2.0470068113226008,25,56.0,28.0,30.0808
IND531036AAA,IND530012AAA,2.2828947368421053,2.274066755810177,16,67.0,28.5,30.990450000000003
IND531116AAA,IND530012AAA,2.2622739018087854,2.5198488158670966,28,86.5,35.0,41.1816
IND531116AAA,IND531001AAA,1.3333333333333333,1.270021829182351,5,40.0,30.0,34.0331
IND531163AAA,IND535001AAA,2.2857142857142856,2.25731322209055,39,32.0,14.0,20.119
IND532001AAB,IND530012AAA,2.254525246109876,2.3853230487601045,232,122.5,54.0,71.78125
IND532001AAB,IND532127AAA,1.796376811594203,1.980217633845758,42,50.5,28.5,30.611549999999998
IND532001AAB,IND532201AAA,2.5609756097560976,2.2936837891106183,3,91.0,33.0,46.014300000000006
IND532001AAB,IND532421AAA,2.1052631578947367,2.498263191916443,39,39.0,19.0,26.9073
IND532127AAA,IND535591AAA,1.5833806012478728,1.6291568837641233,62,63.0,41.0,46.350300000000004
IND532201AAA,IND532222AAA,1.68,1.7471264351590439,40,38.0,23.0,26.4465
IND532201AAA,IND761200AAA,1.108621667612025,1.108621667612025,2,46.5,42.0,32.34
IND532222AAA,IND532001AAB,1.6282894736842106,1.9830407596707122,4,100.0,51.5,72.94235
IND532222AAA,IND761200AAA,1.4622881355932202,1.3877155339345086,22,87.5,70.0,65.76594999999999
IND532421AAA,IND532201AAA,1.78125,1.8897447530647027,32,29.5,18.0,25.9448
IND532440AAA,IND532001AAB,1.5217391304347827,1.5547621119181894,34,48.5,34.0,38.1721
IND533003AAA,IND533106AAA,2.1,2.121580514694034,9,76.0,46.0,51.026300000000006
IND533003AAA,IND533401AAA,1.802439024390244,1.8751072422409412,54,72.5,41.0,52.9923
IND533106AAA,IND501359AAE,2.061318407960199,2.187949640814344,136,329.5,161.5,227.34695
IND533106AAA,IND530012AAA,1.6659671532846716,1.655780865568208,88,138.0,83.5,112.6375
IND533106AAA,IND533003AAA,2.610169491525424,2.7568489500053297,6,145.0,53.0,58.342349999999996
IND533106AAA,IND533201AAA,1.6774193548387097,1.8261895933753554,3,88.0,80.0,100.5016
IND533106AAA,IND533242AAA,2.908743169398907,3.009194189847932,12,145.0,61.5,63.56385
IND533106AAA,IND533262AAA,1.96875,2.2944274205982116,12,69.5,35.0,39.733599999999996
IND533106AAA,IND533308AAB,3.607142857142857,3.666020099796191,17,101.0,28.0,33.669
IND533106AAA,IND534260AAC,1.8596491228070176,2.2175761249703205,15,87.0,56.0,67.0767
IND533201AAA,IND533242AAA,2.373809523809524,2.373809523809524,2,34.5,14.5,21.0756
IND533201AAA,IND533262AAA,1.9313063063063063,2.1385389775740653,18,70.5,37.5,44.94135
IND533242AAA,IND533201AAA,2.2476190476190476,2.2476190476190476,2,32.5,14.5,21.0233
IND533262AAA,IND533106AAA,1.7059025394646534,1.734262496962618,14,66.0,39.0,45.5809
IND533262AAA,IND533201AAA,2.103238866396761,2.179418578497526,10,56.0,28.0,36.09495
IND533308AAB,IND533003AAA,1.4805194805194806,1.5145941046884042,30,54.5,37.5,40.042950000000005
IND533308AAB,IND533106AAA,1.962962962962963,1.962962962962963,1,53.0,27.0,33.3582
IND533401AAA,IND533106AAA,2.142171717171717,2.304247827684112,68,96.0,45.5,64.30815
IND533401AAA,IND533308AAB,2.5892339544513456,2.5614210355642903,4,153.5,63.0,78.08275
IND534001AAA,IND521225AAB,2.4571428571428573,2.5874686716791984,3,86.0,35.0,48.895
IND534001AAA,IND521333AAA,1.7541666666666667,1.9002452177452176,14,46.0,25.5,24.587400000000002
IND534260AAC,IND533106AAA,2.534344335414808,2.537593042057381,12,131.0,47.5,60.405
IND535001AAA,IND530012AAA,3.460606060606061,3.555949667888657,60,126.0,38.0,46.175200000000004
IND535501AAB,IND532001AAB,1.7066683316683315,1.7105537042131245,4,110.5,64.5,70.8226
IND535501AAB,IND532440AAA,1.4880952380952381,1.51254760392017,34,49.5,32.5,35.9304
IND535558AAA,IND535501AAB,1.5454545454545454,1.5906996988518727,40,34.0,23.0,24.97575
IND535591AAA,IND535558AAA,2.1333333333333333,2.273611111111111,3,33.0,16.0,19.0487
IND560002AAA,IND560099AAB,2.119047619047619,2.1306442004576764,40,44.5,18.5,17.396150000000002
IND560002AAA,IND562132AAA,1.903225806451613,2.1664942839437007,65,48.0,29.0,24.8517
IND560027AAA,IND560099AAA,1.8,1.9251343101343104,7,34.0,18.0,17.545
IND560043AAC,IND560064AAA,1.5313725490196077,1.6526829118073822,76,27.0,17.0,12.9936
IND560043AAC,IND560099AAB,1.5227272727272727,1.6160218798225825,66,39.0,28.0,27.257649999999998
IND560043AAC,IND562132AAA,1.9893483709273183,2.1081404187891812,48,61.5,32.0,23.376350000000002
IND560048AAB,IND560099AAB,1.4857142857142858,1.9801456737837835,68,41.0,29.0,24.47625
IND560048AAB,IND562132AAA,1.80625,2.103361284421417,68,63.5,35.5,29.02035
IND560058AAB,IND560060AAB,1.3009049773755657,1.4030464097423356,88,20.0,15.0,13.8982
IND560058AAB,IND560099AAB,1.2777777777777777,1.4918777596738892,81,40.0,32.0,30.0666
IND560058AAB,IND562132AAA,1.577777777777778,1.585487041706635,28,26.0,19.0,12.887250000000002
IND560058AAD,IND562132AAA,1.5298245614035089,2.4113755404899955,70,32.0,21.0,14.13855
IND560060AAB,IND560099AAB,1.2727272727272727,1.3564486385746206,43,28.0,23.0,22.4017
IND560060AAB,IND562132AAA,1.6071428571428572,1.8878118218525795,57,40.0,26.0,23.4821
IND560064AAD,IND560043AAC,2.4641025641025642,2.4647744293009715,82,33.0,14.0,12.814499999999999
IND560067AAC,IND562114AAA,2.6666666666666665,2.787865137865138,37,26.0,10.0,12.665299999999998
IND560077AAA,IND560099AAB,3.6503496503496504,3.8721445221445223,4,126.0,35.0,33.3056
IND560078AAC,IND560099AAB,1.8,2.3306648075964507,43,32.0,19.0,19.7636
IND560078AAC,IND562132AAA,1.4761904761904763,1.8298965086240906,49,39.0,27.0,23.9476
IND560083AAB,IND560058AAD,1.4074074074074074,1.4543508562325769,3,38.0,27.0,26.1444
IND560083AAB,IND562132AAA,1.4142156862745099,1.713096628602626,110,44.5,35.0,32.64105
IND560085AAA,IND562132AAA,1.7714285714285714,1.948182045484124,21,54.0,28.0,24.6463
IND560099AAB,IND000000ACS,1.6294642857142856,1.6294642857142856,2,30.0,18.5,17.3227
IND560099AAB,IND515004AAA,1.3285714285714285,1.352860515071307,10,150.5,114.5,135.87509999999997
IND560099AAB,IND560002AAA,1.7207792207792207,1.822426780447151,54,32.0,20.0,18.137050000000002
IND560099AAB,IND560043AAC,1.6153846153846154,1.8606925546331923,111,38.0,25.0,24.3847
IND560099AAB,IND560048AAB,1.4435483870967742,1.7489045268017214,88,37.0,30.0,24.734499999999997
IND560099AAB,IND560058AAB,1.5,1.7098134196445145,151,42.0,32.0,30.4326
IND560099AAB,IND560058AAD,1.241025641025641,1.2776324722615557,8,41.0,32.0,28.6171
IND560099AAB,IND560060AAB,1.303030303030303,1.4693974237929353,93,36.0,28.0,26.0486
IND560099AAB,IND560077AAA,2.973938223938224,3.2263921888921887,4,97.5,32.5,29.99745
IND560099AAB,IND560078AAC,1.75,1.861758305565616,56,31.5,19.5,19.270000000000003
IND560099AAB,IND560083AAB,1.7673611111111112,1.7673611111111112,2,29.5,17.0,16.7908
IND560099AAB,IND560085AAA,2.475113122171946,2.7967138108718106,34,40.5,18.0,16.352800000000002
IND560099AAB,IND560300AAA,1.509433962264151,1.6646737791420587,605,56.0,38.0,40.8951
IND560099AAB,IND562132AAA,1.4905525846702319,1.7226315293859498,424,62.5,36.0,33.47545
IND560099AAB,IND632006AAA,1.1924264887571039,1.1937516075732069,64,121.0,104.0,127.97264999999999
IND560099AAB,IND635001AAA,1.0833333333333333,1.4263688596533906,13,56.0,53.0,54.6201
IND560099AAB,IND683511AAA,1.6888888888888889,1.7462525455545996,223,372.0,231.0,259.6511
IND560099AAB,IND683511AAB,1.7348495274795852,1.7552028595526514,16,392.0,221.5,247.22165
IND560099AAG,IND560099AAB,1.8035714285714286,1.8035714285714286,2,21.5,11.0,10.892
IND560099AAH,IND562125AAA,1.7647058823529411,1.7647058823529411,2,30.0,17.0,11.646
IND560300AAA,IND000000ACS,2.3410714285714285,2.3340458152958155,4,79.5,34.0,32.4208
IND560300AAA,IND560002AAA,1.0909090909090908,1.3181196482396171,75,33.0,24.0,22.7919
IND560300AAA,IND560043AAC,1.2,1.4596581019930674,99,33.0,26.0,24.6843
IND560300AAA,IND560048AAB,1.1602564102564101,1.1955735378963932,12,32.0,28.0,26.483600000000003
IND560300AAA,IND560058AAB,1.1714285714285715,1.3423599341251518,111,35.0,28.0,25.8329
IND560300AAA,IND560078AAC,3.395121951219512,3.3951202428467524,64,89.5,26.5,25.93055
IND560300AAA,IND560085AAA,1.4797297297297298,1.6172966587871622,72,38.0,25.5,25.93345
IND560300AAA,IND560099AAB,2.4235880398671092,2.3838073337425074,422,88.0,40.0,38.6495
IND560300AAA,IND562132AAA,1.6666666666666667,1.8530464544059728,425,70.0,44.0,33.6365
IND560300AAA,IND563101AAB,1.4868334430546413,1.5491646313245393,30,37.5,26.0,36.1776
IND560300AAA,IND563130AAA,1.786628733997155,1.7700845220482724,10,60.0,31.5,38.213899999999995
IND560300AAA,IND563131AAB,1.125,1.1630718954248367,7,54.0,48.0,47.7513
IND560300AAB,IND563101AAB,1.5199692780337941,1.5508695367405154,74,42.0,28.0,38.58545
IND560300AAB,IND563116AAA,1.8064516129032258,1.8450891389242645,9,100.0,60.0,65.6069
IND560300AAB,IND563125AAB,1.4134295227524971,1.4043880169033407,6,54.0,37.5,41.75045
IND560300AAB,IND563130AAA,1.8689931350114417,1.8104999981757341,40,61.0,31.0,37.113249999999994
IND561202AAB,IND515134AAA,1.7393530997304583,1.7349606483697848,96,82.5,45.0,45.14045
IND561203AAB,IND562101AAA,1.486842105263158,1.5180091547949306,36,27.0,19.0,20.747
IND561207AAB,IND562108AAA,1.3,1.2986622212117849,47,41.0,39.0,32.1383
IND561207AAB,IND572101AAA,1.938157894736842,1.856543575110431,10,104.5,53.0,61.8081
IND562101AAA,IND561207AAB,1.0277777777777777,1.0444259014613473,49,29.0,27.0,29.4865
IND562108AAA,IND572101AAA,1.7888888888888888,2.060113304244868,14,60.5,38.0,39.78575
IND562114AAA,IND560048AAB,3.03125,3.870306223369949,18,48.0,14.0,16.5056
IND562114AAA,IND560067AAC,3.4444444444444446,4.218549127640037,11,33.0,10.0,11.492299999999998
IND562117AAA,IND562132AAA,1.1477272727272727,1.1990839110985476,27,87.0,83.0,68.8818
IND562125AAA,IND000000ACS,7.125,7.125,1,171.0,24.0,16.7946
IND562132AAA,IND000000ACB,1.7345395751989159,1.7123670406657203,3316,1529.0,855.5,1169.2642
IND562132AAA,IND000000ACS,1.6851851851851851,1.7648076529623593,18,37.5,22.5,24.705750000000002
IND562132AAA,IND302014AAA,1.93349450394801,1.913989753827213,978,1458.5,735.0,1007.4567999999999
IND562132AAA,IND395023AAA,1.98812351543943,2.013491180920405,47,1001.0,502.0,639.9263000000001
IND562132AAA,IND411033AAA,1.5659748403559668,1.5250242937405267,442,536.5,342.5,474.57970000000006
IND562132AAA,IND416012AAA,1.6226415094339623,1.6376996632067387,299,360.0,229.0,323.44370000000004
IND562132AAA,IND421302AAG,1.6819925375736653,1.7496915963098356,258,652.0,407.0,553.4246
IND562132AAA,IND462022AAA,2.1884550084889645,2.2995117560398244,625,1187.0,543.0,764.8884
IND562132AAA,IND501359AAE,1.656862745098039,1.6974197260301158,176,370.5,215.5,298.8767
IND562132AAA,IND515004AAA,1.339804994868286,1.3680098598483625,108,138.0,102.0,121.9297
IND562132AAA,IND518002AAA,1.4389429070057342,1.430602784703184,172,196.0,140.0,192.30105
IND562132AAA,IND560002AAA,2.6666666666666665,2.601055815134576,75,50.0,22.0,21.5582
IND562132AAA,IND560043AAC,1.5593073593073594,1.6379197164019597,66,43.0,26.0,21.75685
IND562132AAA,IND560048AAB,1.9089285714285715,1.9507740798192639,72,54.5,31.0,29.494799999999998
IND562132AAA,IND560058AAB,1.8605769230769231,1.7884212641933233,40,25.0,15.0,13.289349999999999
IND562132AAA,IND560058AAD,1.6842105263157894,2.2333487601579707,112,34.0,20.0,15.492750000000001
IND562132AAA,IND560060AAB,1.3793103448275863,1.5957706191819494,70,37.0,27.0,24.554650000000002
IND562132AAA,IND560066AAB,2.212121212121212,2.3113653546066337,8,60.0,29.0,27.0334
IND562132AAA,IND560078AAC,1.6363636363636365,1.8315581631699804,75,35.0,24.0,25.6199
IND562132AAA,IND560083AAB,1.375,1.585596332975165,199,39.0,31.0,33.7391
IND562132AAA,IND560085AAA,2.0,2.5358721594820546,54,49.0,24.0,26.535200000000003
IND562132AAA,IND560099AAB,1.5444664031620552,1.7240834509991354,508,56.0,35.0,35.0469
IND562132AAA,IND560300AAA,1.6216216216216217,1.7212274372599854,603,56.0,35.0,29.2283
IND562132AAA,IND570020AAA,1.094875,1.1719621045164081,54,123.5,108.5,97.95125
IND562132AAA,IND572101AAA,1.6264367816091956,1.6111959654270736,18,38.0,24.5,34.6709
IND562132AAA,IND573201AAB,1.5441520467836258,1.5961520190391265,112,117.0,73.5,100.2765
IND562132AAA,IND577002AAA,1.5769230769230769,1.5773127333989982,11,154.0,100.0,142.13989999999998
